order_number,order_date,product_code,producto_id,producto_nombre,categoria,quantity,price,sales,country,country_norm,region,subregion,cliente_id,nombre,ciudad
10103,2003-01-29,S18_4600,51,S18_4600,Classic Cars,36,100.0,4228.2,Norway,Norway,,,49,Hudson Morris,Timaru
10114,2003-04-01,S18_4600,51,S18_4600,Classic Cars,41,100.0,4815.45,France,France,,,71,Emil Halla,Ilmajoki
10126,2003-05-28,S18_4600,51,S18_4600,Classic Cars,50,100.0,7083.0,Spain,Spain,,,1,Jenny Bourgeois,Miège
10140,2003-07-24,S18_4600,51,S18_4600,Classic Cars,40,100.0,4601.2,USA,United States,,,96,Arnim Lehnen,Herrieden
10150,2003-09-19,S18_4600,51,S18_4600,Classic Cars,49,100.0,6467.02,Singapore,Singapore,Asia,,13,Kurt Craig,Portarlington
10164,2003-10-21,S18_4600,51,S18_4600,Classic Cars,45,100.0,5012.55,Austria,Austria,,,94,حسین نكو نظر,ورامین
10175,2003-11-06,S18_4600,51,S18_4600,Classic Cars,47,100.0,5121.59,UK,United Kingdom,,,87,Tomás Solorzano,Catalinas (Francisco Villa)
10183,2003-11-13,S18_4600,51,S18_4600,Classic Cars,21,100.0,2441.04,USA,United States,,,51,Alexander Gagné,Woodstock
10194,2003-11-25,S18_4600,51,S18_4600,Classic Cars,32,100.0,4262.08,France,France,,,56,Magdalena Simonović,Blace
10207,2003-12-09,S18_4600,51,S18_4600,Classic Cars,47,100.0,6658.02,USA,United States,,,83,Letizia Nicolas,Rüegsau
10217,2004-02-04,S18_4600,51,S18_4600,Classic Cars,38,100.0,4509.08,Singapore,Singapore,Asia,,62,Agathe Leroux,Bordeaux
10229,2004-03-11,S18_4600,51,S18_4600,Classic Cars,41,100.0,4716.23,USA,United States,,,32,May Wie,Andselv
10245,2004-05-04,S18_4600,51,S18_4600,Classic Cars,21,100.0,2390.22,USA,United States,,,30,Nemira Danchuk,Voznesenivka
10259,2004-06-15,S18_4600,51,S18_4600,Classic Cars,41,100.0,4666.62,Singapore,Singapore,Asia,,29,Bella Stepanenko,Slov'yansk
10270,2004-07-19,S18_4600,51,S18_4600,Classic Cars,38,100.0,5383.08,Australia,Australia,,,49,Hudson Morris,Timaru
10281,2004-08-19,S18_4600,51,S18_4600,Classic Cars,25,99.29,2482.25,USA,United States,,,45,Anny Skjelbred,Snurråsen
10291,2004-09-08,S18_4600,51,S18_4600,Classic Cars,48,100.0,5288.64,Sweden,Sweden,,,93,Felix Chow,Hampstead
10305,2004-10-13,S18_4600,51,S18_4600,Classic Cars,22,99.29,2184.38,USA,United States,,,30,Nemira Danchuk,Voznesenivka
10313,2004-10-22,S18_4600,51,S18_4600,Classic Cars,28,100.0,2881.76,Canada,Canada,,,16,Zillah Lenssen,Winterswijk
10323,2004-11-05,S18_4600,51,S18_4600,Classic Cars,47,100.0,6203.06,Germany,Germany,,,40,Barb Parker,Plymouth
10334,2004-11-19,S18_4600,51,S18_4600,Classic Cars,49,100.0,6763.47,Sweden,Sweden,,,19,Rose Young,Waterloo
10347,2004-11-29,S18_4600,51,S18_4600,Classic Cars,45,100.0,5884.65,Australia,Australia,,,18,Oya Başoğlu,İstanbul
10357,2004-12-10,S18_4600,51,S18_4600,Classic Cars,28,100.0,3559.64,USA,United States,,,1,Jenny Bourgeois,Miège
10370,2005-01-20,S18_4600,51,S18_4600,Classic Cars,29,57.53,1668.37,Australia,Australia,,,78,Hayley Li,Auckland
10382,2005-02-17,S18_4600,51,S18_4600,Classic Cars,39,100.0,4890.6,USA,United States,,,47,Giovana Moreira,Americana
10411,2005-05-01,S18_4600,51,S18_4600,Classic Cars,46,100.0,5235.72,Canada,Canada,,,66,Olive Martin,Christchurch
10425,2005-05-31,S18_4600,51,S18_4600,Classic Cars,38,100.0,4325.16,France,France,,,92,Nelly Chavarría,San Pedro Comitancillo
10103,2003-01-29,S18_4668,52,S18_4668,Classic Cars,41,47.29,1938.89,Norway,Norway,,,94,حسین نكو نظر,ورامین
10113,2003-03-26,S18_4668,52,S18_4668,Classic Cars,50,49.81,2490.5,USA,United States,,,38,آدرین سالاری,شیراز
10126,2003-05-28,S18_4668,52,S18_4668,Classic Cars,43,53.83,2314.69,Spain,Spain,,,51,Alexander Gagné,Woodstock
10140,2003-07-24,S18_4668,52,S18_4668,Classic Cars,29,43.27,1254.83,USA,United States,,,63,Karl-Dieter Klaus,Sinsheim
10150,2003-09-19,S18_4668,52,S18_4668,Classic Cars,30,42.76,1282.8,Singapore,Singapore,Asia,,4,Eino Tuomi,Multia
10164,2003-10-21,S18_4668,52,S18_4668,Classic Cars,25,53.83,1345.75,Austria,Austria,,,1,Jenny Bourgeois,Miège
10174,2003-11-06,S18_4668,52,S18_4668,Classic Cars,49,44.78,2194.22,Australia,Australia,,,8,Eduardo Treviño,Ozuluama
10183,2003-11-13,S18_4668,52,S18_4668,Classic Cars,40,49.3,1972.0,USA,United States,,,29,Bella Stepanenko,Slov'yansk
10194,2003-11-25,S18_4668,52,S18_4668,Classic Cars,41,44.78,1835.98,France,France,,,55,Alex Williams,Ballina
10206,2003-12-05,S18_4668,52,S18_4668,Classic Cars,21,53.33,1119.93,Canada,Canada,,,3,Noélie Bourgeois,Lille
10215,2004-01-29,S18_4668,52,S18_4668,Classic Cars,46,45.28,2082.88,USA,United States,,,32,May Wie,Andselv
10229,2004-03-11,S18_4668,52,S18_4668,Classic Cars,39,40.25,1569.75,USA,United States,,,10,Nadia Mayorga,Carapán
10245,2004-05-04,S18_4668,52,S18_4668,Classic Cars,45,59.87,2694.15,USA,United States,,,74,Benjamin Jimenez,Wells
10258,2004-06-15,S18_4668,52,S18_4668,Classic Cars,21,59.87,1257.27,Japan,Japan,Asia,,83,Letizia Nicolas,Rüegsau
10270,2004-07-19,S18_4668,52,S18_4668,Classic Cars,44,58.36,2567.84,Australia,Australia,,,34,Sarah Chu,Tecumseh
10281,2004-08-19,S18_4668,52,S18_4668,Classic Cars,44,59.87,2634.28,USA,United States,,,97,درسا مرادی,بیرجند
10291,2004-09-08,S18_4668,52,S18_4668,Classic Cars,29,51.82,1502.78,Sweden,Sweden,,,87,Tomás Solorzano,Catalinas (Francisco Villa)
10304,2004-10-11,S18_4668,52,S18_4668,Classic Cars,34,49.3,1676.2,France,France,,,55,Alex Williams,Ballina
10312,2004-10-21,S18_4668,52,S18_4668,Classic Cars,39,56.85,2217.15,USA,United States,,,92,Nelly Chavarría,San Pedro Comitancillo
10324,2004-11-05,S18_4668,52,S18_4668,Classic Cars,38,100.0,6832.02,USA,United States,,,32,May Wie,Andselv
10333,2004-11-18,S18_4668,52,S18_4668,Classic Cars,24,79.86,1916.64,USA,United States,,,50,Ivana Teixeira,Birigüi
10348,2004-11-01,S18_4668,52,S18_4668,Classic Cars,29,100.0,7110.8,Spain,Spain,,,7,Elio Giraud,Colombes
10358,2004-12-10,S18_4668,52,S18_4668,Classic Cars,30,100.0,5302.8,Spain,Spain,,,93,Felix Chow,Hampstead
10370,2005-01-20,S18_4668,52,S18_4668,Classic Cars,20,100.0,2730.0,Australia,Australia,,,8,Eduardo Treviño,Ozuluama
10382,2005-02-17,S18_4668,52,S18_4668,Classic Cars,39,100.0,7827.3,USA,United States,,,65,Francis Armstrong,Tamworth
10411,2005-05-01,S18_4668,52,S18_4668,Classic Cars,35,59.87,2095.45,Canada,Canada,,,57,Sofia Edwards,Invercargill
10424,2005-05-31,S18_4668,52,S18_4668,Classic Cars,26,59.87,1556.62,Spain,Spain,,,67,Joaquin Santana,Barcelona
10108,2003-03-03,S18_4721,53,S18_4721,Classic Cars,44,100.0,5565.12,Philippines,Philippines,,,88,Julio Murray,Shepparton
10122,2003-05-08,S18_4721,53,S18_4721,Classic Cars,28,100.0,3583.16,France,France,,,87,Tomás Solorzano,Catalinas (Francisco Villa)
10135,2003-07-02,S18_4721,53,S18_4721,Classic Cars,31,100.0,4705.18,USA,United States,,,59,Demid Lisickiy,Yalta
10146,2003-09-03,S18_4721,53,S18_4721,Classic Cars,29,100.0,4444.54,USA,United States,,,72,Daniel Denys,Selkirk
10159,2003-10-10,S18_4721,53,S18_4721,Classic Cars,32,100.0,4618.88,USA,United States,,,54,Leticia Rolland,Zermatt
10169,2003-11-04,S18_4721,53,S18_4721,Classic Cars,33,100.0,4910.4,Australia,Australia,,,67,Joaquin Santana,Barcelona
10180,2003-11-11,S18_4721,53,S18_4721,Classic Cars,44,100.0,5565.12,France,France,,,51,Alexander Gagné,Woodstock
10191,2003-11-20,S18_4721,53,S18_4721,Classic Cars,32,100.0,4237.76,Germany,Germany,,,97,درسا مرادی,بیرجند
10211,2004-01-15,S18_4721,53,S18_4721,Classic Cars,41,100.0,5673.58,France,France,,,92,Nelly Chavarría,San Pedro Comitancillo
10225,2004-02-22,S18_4721,53,S18_4721,Classic Cars,35,100.0,5260.15,Switzerland,Switzerland,,,8,Eduardo Treviño,Ozuluama
10238,2004-04-09,S18_4721,53,S18_4721,Classic Cars,44,100.0,6350.96,Denmark,Denmark,,,34,Sarah Chu,Tecumseh
10252,2004-05-26,S18_4721,53,S18_4721,Classic Cars,26,100.0,3559.4,France,France,,,35,Lada Trajković,Mionica
10264,2004-06-30,S18_4721,53,S18_4721,Classic Cars,20,100.0,2410.6,USA,United States,,,96,Arnim Lehnen,Herrieden
10276,2004-08-02,S18_4721,53,S18_4721,Classic Cars,48,100.0,5713.92,USA,United States,,,88,Julio Murray,Shepparton
10287,2004-08-30,S18_4721,53,S18_4721,Classic Cars,34,100.0,4300.32,Switzerland,Switzerland,,,78,Hayley Li,Auckland
10299,2004-09-30,S18_4721,53,S18_4721,Classic Cars,49,100.0,7947.31,Finland,Finland,,,32,May Wie,Andselv
10310,2004-10-16,S18_4721,53,S18_4721,Classic Cars,40,100.0,5356.8,Germany,Germany,,,46,Srđan Malešević,Zvečan
10319,2004-11-03,S18_4721,53,S18_4721,Classic Cars,45,100.0,7901.1,USA,United States,,,16,Zillah Lenssen,Winterswijk
10330,2004-11-16,S18_4721,53,S18_4721,Classic Cars,50,100.0,6101.0,Philippines,Philippines,,,68,Winnie Koopmanschap,Hoofddorp
10342,2004-11-24,S18_4721,53,S18_4721,Classic Cars,38,100.0,6276.46,Australia,Australia,,,37,Anton Vasić,Lajkovac
10355,2004-12-07,S18_4721,53,S18_4721,Classic Cars,25,100.0,4203.5,Spain,Spain,,,54,Leticia Rolland,Zermatt
10363,2005-01-06,S18_4721,53,S18_4721,Classic Cars,28,58.18,1629.04,Finland,Finland,,,85,Francisco Hernández,Fuenlabrada
10378,2005-02-10,S18_4721,53,S18_4721,Classic Cars,49,67.14,3289.86,Spain,Spain,,,14,Yasemin Akgül,Amasya
10390,2005-03-04,S18_4721,53,S18_4721,Classic Cars,49,100.0,6862.94,USA,United States,,,95,Malik Margaret,Fountainbleu
10110,2003-03-18,S18_4933,54,S18_4933,Classic Cars,42,61.29,2574.18,UK,United Kingdom,,,55,Alex Williams,Ballina
10124,2003-05-21,S18_4933,54,S18_4933,Classic Cars,23,57.73,1327.79,USA,United States,,,48,Aaron Clement,Saint-Pierre
10148,2003-09-11,S18_4933,54,S18_4933,Classic Cars,29,81.25,2356.25,Australia,Australia,,,82,بنیامین حیدری,رشت
10161,2003-10-17,S18_4933,54,S18_4933,Classic Cars,25,80.54,2013.5,Denmark,Denmark,,,7,Elio Giraud,Colombes
10173,2003-11-05,S18_4933,54,S18_4933,Classic Cars,39,71.98,2807.22,Italy,Italy,,,74,Benjamin Jimenez,Wells
10182,2003-11-12,S18_4933,54,S18_4933,Classic Cars,44,69.84,3072.96,USA,United States,,,7,Elio Giraud,Colombes
10193,2003-11-21,S18_4933,54,S18_4933,Classic Cars,25,76.26,1906.5,Australia,Australia,,,33,Leonard Barbier,Rüeggisberg
10204,2003-12-02,S18_4933,54,S18_4933,Classic Cars,45,76.26,3431.7,USA,United States,,,23,Caroline Sørensen,Sundby/Erslev
10213,2004-01-22,S18_4933,54,S18_4933,Classic Cars,25,83.39,2084.75,UK,United Kingdom,,,85,Francisco Hernández,Fuenlabrada
10227,2004-03-02,S18_4933,54,S18_4933,Classic Cars,37,57.73,2136.01,France,France,,,19,Rose Young,Waterloo
10241,2004-04-13,S18_4933,54,S18_4933,Classic Cars,30,66.99,2009.7,France,France,,,19,Rose Young,Waterloo
10267,2004-07-07,S18_4933,54,S18_4933,Classic Cars,36,75.55,2719.8,USA,United States,,,36,Cody Henderson,Athlone
10279,2004-08-09,S18_4933,54,S18_4933,Classic Cars,26,60.58,1575.08,Spain,Spain,,,29,Bella Stepanenko,Slov'yansk
10288,2004-09-01,S18_4933,54,S18_4933,Classic Cars,23,73.41,1688.43,Singapore,Singapore,Asia,,60,Silvia Márquez,Barcelona
10302,2003-10-06,S18_4933,54,S18_4933,Classic Cars,23,72.7,1672.1,UK,United Kingdom,,,82,بنیامین حیدری,رشت
10311,2004-10-16,S18_4933,54,S18_4933,Classic Cars,25,66.99,1674.75,Spain,Spain,,,2,Florent Vidal,Caen
10332,2004-11-17,S18_4933,54,S18_4933,Classic Cars,21,100.0,3472.98,UK,United Kingdom,,,1,Jenny Bourgeois,Miège
10344,2004-11-25,S18_4933,54,S18_4933,Classic Cars,26,63.43,1649.18,France,France,,,47,Giovana Moreira,Americana
10367,2005-01-12,S18_4933,54,S18_4933,Classic Cars,44,85.25,3751.0,USA,United States,,,69,Helmi Tikkanen,Tervola
10380,2005-02-16,S18_4933,54,S18_4933,Classic Cars,24,100.0,4536.0,Spain,Spain,,,20,Ljubiša Stefanović,Rača
10407,2005-04-22,S18_4933,54,S18_4933,Classic Cars,66,66.99,4421.34,USA,United States,,,11,Ryder Lewis,Blenheim
10420,2005-05-29,S18_4933,54,S18_4933,Classic Cars,36,57.73,2078.28,Australia,Australia,,,2,Florent Vidal,Caen
10110,2003-03-18,S24_1046,55,S24_1046,Vintage Cars,36,85.25,3069.0,UK,United Kingdom,,,67,Joaquin Santana,Barcelona
10124,2003-05-21,S24_1046,55,S24_1046,Vintage Cars,22,77.9,1713.8,USA,United States,,,87,Tomás Solorzano,Catalinas (Francisco Villa)
10148,2003-09-11,S24_1046,55,S24_1046,Vintage Cars,25,60.26,1506.5,Australia,Australia,,,12,Cassandra Tronstad,Havøysund
10161,2003-10-17,S24_1046,55,S24_1046,Vintage Cars,37,72.76,2692.12,Denmark,Denmark,,,20,Ljubiša Stefanović,Rača
10172,2003-11-05,S24_1046,55,S24_1046,Vintage Cars,32,75.69,2422.08,USA,United States,,,5,Maya Howell,Leicester
10182,2003-11-12,S24_1046,55,S24_1046,Vintage Cars,47,74.22,3488.34,USA,United States,,,37,Anton Vasić,Lajkovac
10192,2003-11-20,S24_1046,55,S24_1046,Vintage Cars,37,69.82,2583.34,USA,United States,,,38,آدرین سالاری,شیراز
10204,2003-12-02,S24_1046,55,S24_1046,Vintage Cars,20,62.47,1249.4,USA,United States,,,94,حسین نكو نظر,ورامین
10212,2004-01-16,S24_1046,55,S24_1046,Vintage Cars,41,82.31,3374.71,Spain,Spain,,,9,Rosa Calderón,San Luis Soyatlán
10226,2004-02-26,S24_1046,55,S24_1046,Vintage Cars,21,60.26,1265.46,USA,United States,,,98,Addison Martin,Radisson
10241,2004-04-13,S24_1046,55,S24_1046,Vintage Cars,22,76.43,1681.46,France,France,,,53,Vera Teodosić,Svilajnac
10267,2004-07-07,S24_1046,55,S24_1046,Vintage Cars,40,80.1,3204.0,USA,United States,,,44,Nella Koskinen,Hamina
10279,2004-08-09,S24_1046,55,S24_1046,Vintage Cars,32,74.96,2398.72,Spain,Spain,,,99,Darren Phillips,Longford
10288,2004-09-01,S24_1046,55,S24_1046,Vintage Cars,36,66.14,2381.04,Singapore,Singapore,Asia,,86,Britney Caldwell,Naas
10301,2003-10-05,S24_1046,55,S24_1046,Vintage Cars,27,72.02,1944.54,Norway,Norway,,,24,Remziye Stabel,Zweins
10311,2004-10-16,S24_1046,55,S24_1046,Vintage Cars,26,87.45,2273.7,Spain,Spain,,,81,Priscilla Caldwell,Scottsdale
10321,2004-11-04,S24_1046,55,S24_1046,Vintage Cars,30,70.55,2116.5,USA,United States,,,74,Benjamin Jimenez,Wells
10332,2004-11-17,S24_1046,55,S24_1046,Vintage Cars,23,56.84,1307.32,UK,United Kingdom,,,30,Nemira Danchuk,Voznesenivka
10344,2004-11-25,S24_1046,55,S24_1046,Vintage Cars,29,59.53,1726.37,France,France,,,59,Demid Lisickiy,Yalta
10367,2005-01-12,S24_1046,55,S24_1046,Vintage Cars,21,60.37,1267.77,USA,United States,,,87,Tomás Solorzano,Catalinas (Francisco Villa)
10380,2005-02-16,S24_1046,55,S24_1046,Vintage Cars,34,100.0,3441.82,Spain,Spain,,,96,Arnim Lehnen,Herrieden
10407,2005-04-22,S24_1046,55,S24_1046,Vintage Cars,26,76.43,1987.18,USA,United States,,,81,Priscilla Caldwell,Scottsdale
10420,2005-05-29,S24_1046,55,S24_1046,Vintage Cars,60,64.67,3880.2,Australia,Australia,,,81,Priscilla Caldwell,Scottsdale
10104,2003-01-31,S24_1444,56,S24_1444,Vintage Cars,35,55.49,1942.15,Spain,Spain,,,14,Yasemin Akgül,Amasya
10115,2003-04-04,S24_1444,56,S24_1444,Vintage Cars,47,69.36,3259.92,USA,United States,,,9,Rosa Calderón,San Luis Soyatlán
10127,2003-06-03,S24_1444,56,S24_1444,Vintage Cars,20,60.69,1213.8,USA,United States,,,40,Barb Parker,Plymouth
10141,2003-08-01,S24_1444,56,S24_1444,Vintage Cars,20,54.33,1086.6,Finland,Finland,,,66,Olive Martin,Christchurch
10152,2003-09-25,S24_1444,56,S24_1444,Vintage Cars,25,65.31,1632.75,Australia,Australia,,,25,Wanda Lucas,The Colony
10165,2003-10-22,S24_1444,56,S24_1444,Vintage Cars,25,69.36,1734.0,Singapore,Singapore,Asia,,73,Deveny Hartsuiker,Sint Agatha
10176,2003-11-06,S24_1444,56,S24_1444,Vintage Cars,27,68.78,1857.06,Italy,Italy,,,22,Magdalena Pascual,Sevilla
10184,2003-11-14,S24_1444,56,S24_1444,Vintage Cars,31,60.11,1863.41,Spain,Spain,,,4,Eino Tuomi,Multia
10195,2003-11-25,S24_1444,56,S24_1444,Vintage Cars,44,66.47,2924.68,USA,United States,,,26,Miro Niemela,Nastola
10207,2003-12-09,S24_1444,56,S24_1444,Vintage Cars,49,46.82,2294.18,USA,United States,,,58,Maeva Martin,Cochrane
10220,2004-02-12,S24_1444,56,S24_1444,Vintage Cars,26,56.07,1457.82,Ireland,Ireland,,,29,Bella Stepanenko,Slov'yansk
10230,2004-03-15,S24_1444,56,S24_1444,Vintage Cars,36,54.33,1955.88,Germany,Germany,,,98,Addison Martin,Radisson
10246,2004-05-05,S24_1444,56,S24_1444,Vintage Cars,44,52.6,2314.4,Spain,Spain,,,87,Tomás Solorzano,Catalinas (Francisco Villa)
10259,2004-06-15,S24_1444,56,S24_1444,Vintage Cars,28,46.82,1310.96,Singapore,Singapore,Asia,,37,Anton Vasić,Lajkovac
10271,2004-07-20,S24_1444,56,S24_1444,Vintage Cars,45,64.74,2913.3,USA,United States,,,75,Bror Svendsen,Sande
10282,2004-08-20,S24_1444,56,S24_1444,Vintage Cars,29,46.82,1357.78,USA,United States,,,70,Aiden Griffin,Loughrea
10292,2004-09-08,S24_1444,56,S24_1444,Vintage Cars,40,53.75,2150.0,USA,United States,,,18,Oya Başoğlu,İstanbul
10305,2004-10-13,S24_1444,56,S24_1444,Vintage Cars,45,61.85,2783.25,USA,United States,,,85,Francisco Hernández,Fuenlabrada
10314,2004-10-22,S24_1444,56,S24_1444,Vintage Cars,44,53.18,2339.92,Denmark,Denmark,,,42,Mladen Jeremić,Jagodina
10324,2004-11-05,S24_1444,56,S24_1444,Vintage Cars,25,69.16,1729.0,USA,United States,,,100,Mara Häußler,Meßstetten
10336,2004-11-20,S24_1444,56,S24_1444,Vintage Cars,45,100.0,5972.4,France,France,,,41,Aurelio Rousseau,Haute-Sorne
10349,2004-12-01,S24_1444,56,S24_1444,Vintage Cars,48,47.4,2275.2,USA,United States,,,38,آدرین سالاری,شیراز
10358,2004-12-10,S24_1444,56,S24_1444,Vintage Cars,44,60.76,2673.44,Spain,Spain,,,34,Sarah Chu,Tecumseh
10371,2005-01-23,S24_1444,56,S24_1444,Vintage Cars,25,97.27,2431.75,USA,United States,,,17,Yashodha Saldanha,Bhusawal
10383,2005-02-22,S24_1444,56,S24_1444,Vintage Cars,22,91.76,2018.72,Spain,Spain,,,37,Anton Vasić,Lajkovac
10394,2005-03-15,S24_1444,56,S24_1444,Vintage Cars,31,50.29,1558.99,Spain,Spain,,,25,Wanda Lucas,The Colony
10412,2005-05-03,S24_1444,56,S24_1444,Vintage Cars,21,52.6,1104.6,Spain,Spain,,,76,Christian Alonso,Ferrol
10425,2005-05-31,S24_1444,56,S24_1444,Vintage Cars,55,46.82,2575.1,France,France,,,87,Tomás Solorzano,Catalinas (Francisco Villa)
10107,2003-02-24,S24_1578,57,S24_1578,Vintage Cars,25,100.0,2845.75,USA,United States,,,86,Britney Caldwell,Naas
10120,2003-04-29,S24_1578,57,S24_1578,Vintage Cars,35,98.05,3431.75,Australia,Australia,,,85,Francisco Hernández,Fuenlabrada
10134,2003-07-01,S24_1578,57,S24_1578,Vintage Cars,35,93.54,3273.9,France,France,,,27,Nelson Murphy,Stevenage
10145,2003-08-25,S24_1578,57,S24_1578,Vintage Cars,43,95.8,4119.4,USA,United States,,,57,Sofia Edwards,Invercargill
10159,2003-10-10,S24_1578,57,S24_1578,Vintage Cars,44,100.0,5355.68,USA,United States,,,31,Porfirio de la Crúz,Orduña de Arriba
10168,2003-10-28,S24_1578,57,S24_1578,Vintage Cars,50,100.0,5747.5,USA,United States,,,6,Fatma Beşerler,Iğdır
10180,2003-11-11,S24_1578,57,S24_1578,Vintage Cars,48,100.0,5355.36,France,France,,,91,Helen Marie,Granges-Paccot
10188,2003-11-18,S24_1578,57,S24_1578,Vintage Cars,25,100.0,2535.75,Norway,Norway,,,40,Barb Parker,Plymouth
10201,2003-12-01,S24_1578,57,S24_1578,Vintage Cars,39,100.0,4351.23,USA,United States,,,98,Addison Martin,Radisson
10211,2004-01-15,S24_1578,57,S24_1578,Vintage Cars,25,90.16,2254.0,France,France,,,12,Cassandra Tronstad,Havøysund
10223,2004-02-20,S24_1578,57,S24_1578,Vintage Cars,32,91.29,2921.28,Australia,Australia,,,53,Vera Teodosić,Svilajnac
10237,2004-04-05,S24_1578,57,S24_1578,Vintage Cars,20,100.0,2299.0,USA,United States,,,71,Emil Halla,Ilmajoki
10251,2004-05-18,S24_1578,57,S24_1578,Vintage Cars,26,100.0,2637.18,USA,United States,,,10,Nadia Mayorga,Carapán
10263,2004-06-28,S24_1578,57,S24_1578,Vintage Cars,42,100.0,4307.52,USA,United States,,,45,Anny Skjelbred,Snurråsen
10275,2004-07-23,S24_1578,57,S24_1578,Vintage Cars,21,100.0,2153.76,France,France,,,17,Yashodha Saldanha,Bhusawal
10285,2004-08-27,S24_1578,57,S24_1578,Vintage Cars,34,100.0,3716.88,USA,United States,,,26,Miro Niemela,Nastola
10299,2004-09-30,S24_1578,57,S24_1578,Vintage Cars,47,100.0,5455.76,Finland,Finland,,,85,Francisco Hernández,Fuenlabrada
10309,2004-10-15,S24_1578,57,S24_1578,Vintage Cars,21,100.0,2650.62,Norway,Norway,,,92,Nelly Chavarría,San Pedro Comitancillo
10318,2004-11-02,S24_1578,57,S24_1578,Vintage Cars,48,100.0,6437.28,USA,United States,,,62,Agathe Leroux,Bordeaux
10329,2004-11-15,S24_1578,57,S24_1578,Vintage Cars,30,87.78,2633.4,USA,United States,,,46,Srđan Malešević,Zvečan
10339,2004-11-23,S24_1578,57,S24_1578,Vintage Cars,27,84.39,2278.53,Japan,Japan,Asia,,64,Minea Hautala,Kangasala
10362,2005-01-05,S24_1578,57,S24_1578,Vintage Cars,50,96.92,4846.0,USA,United States,,,2,Florent Vidal,Caen
10374,2005-02-02,S24_1578,57,S24_1578,Vintage Cars,38,100.0,4197.1,Australia,Australia,,,54,Leticia Rolland,Zermatt
10389,2005-03-03,S24_1578,57,S24_1578,Vintage Cars,45,100.0,4597.65,Sweden,Sweden,,,65,Francis Armstrong,Tamworth
10403,2005-04-08,S24_1578,57,S24_1578,Vintage Cars,46,100.0,5287.7,UK,United Kingdom,,,51,Alexander Gagné,Woodstock
10417,2005-05-13,S24_1578,57,S24_1578,Vintage Cars,35,100.0,3550.05,Spain,Spain,,,53,Vera Teodosić,Svilajnac
10110,2003-03-18,S24_1628,58,S24_1628,Vintage Cars,29,59.37,1721.73,UK,United Kingdom,,,36,Cody Henderson,Athlone
10123,2003-05-20,S24_1628,58,S24_1628,Vintage Cars,50,59.87,2993.5,France,France,,,26,Miro Niemela,Nastola
10137,2003-07-10,S24_1628,58,S24_1628,Vintage Cars,26,49.81,1295.06,France,France,,,29,Bella Stepanenko,Slov'yansk
10148,2003-09-11,S24_1628,58,S24_1628,Vintage Cars,47,56.85,2671.95,Australia,Australia,,,21,Pamela Colunga,Río Florido
10161,2003-10-17,S24_1628,58,S24_1628,Vintage Cars,23,53.33,1226.59,Denmark,Denmark,,,11,Ryder Lewis,Blenheim
10172,2003-11-05,S24_1628,58,S24_1628,Vintage Cars,34,42.76,1453.84,USA,United States,,,40,Barb Parker,Plymouth
10181,2003-11-12,S24_1628,58,S24_1628,Vintage Cars,34,53.83,1830.22,Norway,Norway,,,11,Ryder Lewis,Blenheim
10192,2003-11-20,S24_1628,58,S24_1628,Vintage Cars,47,53.83,2530.01,USA,United States,,,36,Cody Henderson,Athlone
10204,2003-12-02,S24_1628,58,S24_1628,Vintage Cars,45,49.81,2241.45,USA,United States,,,59,Demid Lisickiy,Yalta
10212,2004-01-16,S24_1628,58,S24_1628,Vintage Cars,45,53.33,2399.85,Spain,Spain,,,39,Noah Mortensen,Allinge
10226,2004-02-26,S24_1628,58,S24_1628,Vintage Cars,36,43.27,1557.72,USA,United States,,,99,Darren Phillips,Longford
10241,2004-04-13,S24_1628,58,S24_1628,Vintage Cars,21,40.25,845.25,France,France,,,54,Leticia Rolland,Zermatt
10266,2004-07-06,S24_1628,58,S24_1628,Vintage Cars,28,48.3,1352.4,Italy,Italy,,,98,Addison Martin,Radisson
10278,2004-08-06,S24_1628,58,S24_1628,Vintage Cars,35,45.28,1584.8,USA,United States,,,55,Alex Williams,Ballina
10288,2004-09-01,S24_1628,58,S24_1628,Vintage Cars,50,52.32,2616.0,Singapore,Singapore,Asia,,24,Remziye Stabel,Zweins
10301,2003-10-05,S24_1628,58,S24_1628,Vintage Cars,22,51.32,1129.04,Norway,Norway,,,22,Magdalena Pascual,Sevilla
10311,2004-10-16,S24_1628,58,S24_1628,Vintage Cars,45,49.3,2218.5,Spain,Spain,,,69,Helmi Tikkanen,Tervola
10321,2004-11-04,S24_1628,58,S24_1628,Vintage Cars,48,42.26,2028.48,USA,United States,,,56,Magdalena Simonović,Blace
10332,2004-11-17,S24_1628,58,S24_1628,Vintage Cars,20,87.96,1759.2,UK,United Kingdom,,,33,Leonard Barbier,Rüeggisberg
10343,2004-11-24,S24_1628,58,S24_1628,Vintage Cars,27,36.21,977.67,France,France,,,36,Cody Henderson,Athlone
10367,2005-01-12,S24_1628,58,S24_1628,Vintage Cars,38,38.5,1463.0,USA,United States,,,20,Ljubiša Stefanović,Rača
10379,2005-02-10,S24_1628,58,S24_1628,Vintage Cars,32,100.0,3970.56,Spain,Spain,,,83,Letizia Nicolas,Rüegsau
10407,2005-04-22,S24_1628,58,S24_1628,Vintage Cars,64,40.25,2576.0,USA,United States,,,99,Darren Phillips,Longford
10420,2005-05-29,S24_1628,58,S24_1628,Vintage Cars,37,60.37,2233.69,Australia,Australia,,,81,Priscilla Caldwell,Scottsdale
